City,Place,avg_rating,review_count,short_description,auto_tag,auto_tags,top_keywords,pros,cons,recommendation_explanation
Lucknow,Colvin Taluqdars' College,4.136363636363637,22,time prestigious school bad shape buildings beautiful interesting architecture lack maintenance loosing beauty glory beautiful place excellence education history speaks long list successful students beautiful place indian history architecture education,gurdwara,"['gurdwara', 'food', 'mosque']","['lucknow', 'college', 'swimming', 'buildings', 'old']","['maintained', 'majestic', 'great', 'beautiful', 'heritage']","['heat', 'bad']","Recommended because it matches gurdwara, food interests. Visitors often mention lucknow, college, swimming. Top positives: maintained, majestic, great. Possible issues: heat, bad."
Lucknow,Constantia House,4.390243902439025,41,famous place witness highly appreciate british architecture daytime evening time permitted upto nd floor library beautifully systemically maintained prior permission school authorities visit chance constantia house glimpse memorial founder school,gurdwara,"['gurdwara', 'palace', 'food']","['lucknow', 'building', 'school', 'french', 'college']","['maintained', 'majestic', 'excellent', 'historic', 'beautiful']",['packed'],"Recommended because it matches gurdwara, palace interests. Visitors often mention lucknow, building, school. Top positives: maintained, majestic, excellent. Possible issues: packed."
Lucknow,Crocodile Nursery,4.217391304347826,23,crocodiles area atleast crocodiles thrill adventure place crocodile nursery average place unless love crocks world famous crock breed loves wild life visit good pictures good place like limited place india,family_friendly,"['family_friendly', 'street_food', 'food']","['crocodiles', 'crocodile', 'place', 'reserve', 'forest']","['maintained', 'wonderful', 'pleasant', 'beautiful', 'amazing']","['waste', 'disappointing', 'parking']","Recommended because it matches family_friendly, street_food interests. Visitors often mention crocodiles, crocodile, place. Top positives: maintained, wonderful, pleasant. Possible issues: waste, disappointing."
Lucknow,Dhyan Chand Astroturf Stadium,3.4,5,astro turf pitch hockey lucknow laid located lucknow sports college place player sport persons visit place love sports health fitness dhyan chand astroturf stadium dhayan chand sports college field hockey,temple,"['temple', 'gurdwara', 'palace']","['chand', 'lucknow', 'stadium', 'sports', 'pradesh']",[],[],"Recommended because it matches temple, gurdwara interests. Visitors often mention chand, lucknow, stadium."
Lucknow,Dilkusha Kothi Palace,3.951219512195122,41,dilkusha kothi constructed great nawab awadh sa adat ali khan ruined building visit history lovers recommend family fun dilkusha literally means heart delight place comprised grand building surrounding gardens dilkusha,palace,"['palace', 'gurdwara', 'mosque']","['lucknow', 'ruins', 'place', 'palace', 'building']","['fun', 'safe', 'great', 'cultural', 'amazing']","['ruined', 'broken']","Recommended because it matches palace, gurdwara interests. Visitors often mention lucknow, ruins, place. Top positives: fun, safe, great. Possible issues: ruined, broken."
Lucknow,Dr. Ambedkar Park,4.248259860788863,431,good place nicely maintained summer looked need alternative awareness programme spread terms afforestation utilisation plastic products place extraordinary big size multiple places chill grand size park features large size elephants,palace,"['palace', 'gurdwara', 'food']","['park', 'lucknow', 'place', 'elephants', 'statues']","['fun', 'safe', 'pleasant', 'great', 'amazing']","['crowded', 'worst', 'bad', 'boring', 'parking']","Recommended because it matches palace, gurdwara interests. Visitors often mention park, lucknow, place. Top positives: fun, safe, pleasant. Possible issues: crowded, worst."
Lucknow,Dr. Ram Manohar Lohia Park,4.647058823529412,17,best place couples family enrty charge rs head reach easily polytrchnic avoide day time large park lucknow named dr ram manohar lohia propagated socialism awesome fountain displayed evening total courtyards,food,"['food', 'gurdwara', 'palace']","['park', 'green', 'lucknow', 'place', 'trees']","['lush', 'clean', 'maintained', 'excellent', 'great']","['issue', 'avoid', 'parking', 'crowded']","Recommended because it matches food, gurdwara interests. Visitors often mention park, green, lucknow. Top positives: lush, clean, maintained. Possible issues: issue, avoid."
Lucknow,Dream World Amusement Park,4.375,8,love place hangout friends place visit time evening make fun rides total fun place visited friends family decent list ride kids adults good place hang family friends require day visit,food,"['food', 'road_trip', 'family_friendly']","['rides', 'park', 'lucknow', 'amusement', 'fun']","['family', 'fun', 'fantastic']",['expensive'],"Recommended because it matches food, road_trip interests. Visitors often mention rides, park, lucknow. Top positives: family, fun, fantastic. Possible issues: expensive."
Lucknow,Dream World Water Park,3.888888888888889,9,dirty unhygienic kids washroom water indoor area crazy hot humid consider option planning waterpark day place good youngster place indoor pool wave speeder planning visit place slids excitful make plan,food,"['food', 'resort', 'street_food']","['water', 'indoor', 'park', 'place', 'summer']","['fun', 'affordable', 'safe', 'family', 'best']","['worst', 'humid', 'broken', 'dirty', 'hot']","Recommended because it matches food, resort interests. Visitors often mention water, indoor, park. Top positives: fun, affordable, safe. Possible issues: worst, humid."
Lucknow,East End Mall,3.6,10,fashion right word place lots latest collection special feature place good buy major brands products discount reasonable price high quality stuff place shopping eating watching movies mcdonalds vodafone store lot,food,"['food', 'shopping', 'palace']","['mall', 'lucknow', 'wave', 'brands', 'cinema']","['iconic', 'maintained']",['hot'],"Recommended because it matches food, shopping interests. Visitors often mention mall, lucknow, wave. Top positives: iconic, maintained. Possible issues: hot."
Lucknow,Farangi Mahal Islamic Centre of India,4.333333333333333,3,farangi mahal tourist attraction religious place muslim people visit religious place islam touristic place visited peoples follow islam religious place place looking sum thrill fun like visit place follow islam,palace,"['palace', 'mosque', 'food']","['religious', 'follow', 'place', 'fun', 'muslim']",['fun'],[],"Recommended because it matches palace, mosque interests. Visitors often mention religious, follow, place. Top positives: fun."
Lucknow,Fun Republic Mall,4.566037735849057,53,fun republic malls lucknow uttar pradesh overall beautiful visited mall couple times great place shop huge range brands nice food court cinema theater great place shopping huge range leading brands,food,"['food', 'street_food', 'shopping']","['mall', 'lucknow', 'brands', 'shopping', 'court']","['fun', 'pleasant', 'great', 'beautiful', 'vibrant']","['issue', 'costly', 'parking', 'crowded']","Recommended because it matches food, street_food interests. Visitors often mention mall, lucknow, brands. Top positives: fun, pleasant, great. Possible issues: issue, costly."
Lucknow,Ganga Aquarium,4.444444444444445,9,aquarium really beautiful collection fishes tortoises varieties color amazing visit knowledgeable got know different species fish children enjoyed lot place times thoroughly enjoyed fishes kept aquariums small nice clean place,mosque,"['mosque', 'food', 'temple']","['aquarium', 'fishes', 'species', 'improvement', 'fish']","['lush', 'clean', 'maintained', 'beautiful', 'amazing']",['poor'],"Recommended because it matches mosque, food interests. Visitors often mention aquarium, fishes, species. Top positives: lush, clean, maintained. Possible issues: poor."
Lucknow,Gautam Buddha Park,4.574468085106383,47,old attraction nowadays interesting people better places inlucknow visit terms parks small beautiful park lucknow visit place evening park lighting got nice boating overall ambience good park huge garden nicely,spiritual,"['spiritual', 'gurdwara', 'food']","['park', 'lucknow', 'buddha', 'place', 'children']","['fun', 'great', 'amazing', 'peace', 'spectacular']","['crowded', 'congested', 'difficult', 'hot', 'parking']","Recommended because it matches spiritual, gurdwara interests. Visitors often mention park, lucknow, buddha. Top positives: fun, great, amazing. Possible issues: crowded, congested."
Lucknow,Gomti Riverfront Park,4.571428571428571,21,good park maintained spend evening family loved ones good food clean place maintained properly good efforts develop river bank appreciable best place evening enjoyment view surrounding good area kept clean,food,"['food', 'road_trip', 'river']","['river', 'evening', 'park', 'place', 'lucknow']","['clean', 'maintained', 'pleasant', 'beautiful', 'amazing']","['difficult', 'problem', 'parking', 'dirty']","Recommended because it matches food, road_trip interests. Visitors often mention river, evening, park. Top positives: clean, maintained, pleasant. Possible issues: difficult, problem."
Lucknow,Habibullah Estate,4.0,4,habibullal estate tourist place complex shops anokhi parlour skipped decent stores went geetanjali saloon experience mark habibullah estate nice place shopping great stores saloon place god shopping option city lane,food,"['food', 'shopping', 'palace']","['estate', 'stores', 'lane', 'store', 'shopping']",['great'],[],"Recommended because it matches food, shopping interests. Visitors often mention estate, stores, lane. Top positives: great."
Lucknow,Hazratganj,4.104113110539846,778,good place friends sight seeing time spending place better tourist facilities roads n transport need tourist friendly visit looks like new place wonderful metro stations modern stores shops lucknow hazrat,food,"['food', 'palace', 'street_food']","['lucknow', 'shopping', 'place', 'market', 'shops']","['fun', 'safe', 'pleasant', 'great', 'cozy']","['expensive', 'crowded', 'worst', 'rush', 'bad']","Recommended because it matches food, palace interests. Visitors often mention lucknow, shopping, place. Top positives: fun, safe, pleasant. Possible issues: expensive, crowded."
Lucknow,Husainabad Clock Tower,3.8076923076923075,130,clock tower visit sight seeing old town sights near hours explore area eating try makhan malai road e rickshaw charge rs surrounding visiting situated close imambaras clock tower good photo,palace,"['palace', 'gurdwara', 'mosque']","['clock', 'tower', 'lucknow', 'imambara', 'british']","['fun', 'pleasant', 'great', 'amazing', 'lovely']","['crowded', 'heat', 'broken', 'avoid', 'parking']","Recommended because it matches palace, gurdwara interests. Visitors often mention clock, tower, lucknow. Top positives: fun, pleasant, great. Possible issues: crowded, heat."
